name,ingredients,prep_time,cook_time,state,course,People_liked,demand_increase_per_year,Profit_Per-Item
verkadalai sundal,"2 cups Raw Peanuts (Moongphali),1 cup Water,1/2 teaspoon Mustard seeds,2 teaspoons White Urad Dal (Split),1/4 teaspoon SSP Asafoetida (Hing),1 inch Ginger,1 tablespoon Sesame (Gingelly) Oil,2 Green Chillies - finely chopped,1 sprig Curry leaves,1/4 cup Fresh coconut - grated,Salt - to taste,Coriander (Dhania) Leaves - few sprigs",5,15,South Indian Recipes,Side Dish,731,594,2
paneer raw mango curry ,"200 grams Paneer (Homemade Cottage Cheese) - cut into cubes,1 Mango (Raw) - peeled,10 Pearl onions (Sambar Onions) - finely chopped,1 Drumstick - cut into 2 inch pieces,1 teaspoon Sunflower Oil,1 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,Salt - to taste,1/4 cup Coconut milk,5 cloves Garlic,2 Green Chillies,1 inch Ginger,1/3 cup Fresh coconut,1 teaspoon Coconut Oil - or any other oil,1/2 teaspoon Mustard seeds,2 Dry Red Chillies,1 Onion - julienned,5 Curry leaves",10,30,North Indian Recipes,Lunch,623,323,18
white chocolate maltesers fudge ,"250 grams White Chocolate - roughly chopped,200 grams Condensed Milk - sweetened,200 grams Maltesers",10,30,Continental,Dessert,553,206,16
badam and khus khus milk ,"1 cup Badam (Almond) - soaked overnight & peeled,1/2 cup Poppy seeds - soaked overnight,1/2 liter Milk,1/4 cup Sugar - or jaggery,5 Pistachios - slivered,Cardamom Powder (Elaichi) - to taste,1 Glazed Cherries - chopped,Saffron strands - a few",10,20,Indian,Snack,487,644,24
bhut jolokia murgh ,"500 grams Chicken - cut into medium pieces,1 Ghost chilli peppers (bhut jolokia) - soaked in 1/2 cup water,2 Onion - sliced and fried,1 inch Ginger - chopped,4 cloves Garlic - chopped,2 tablespoons Ghee,1 tablespoon Ghee,1-1/2 teaspoons Turmeric powder (Haldi),2 teaspoons Cumin powder (Jeera),1 tablespoon Coriander Powder (Dhania),2 teaspoons Garam masala powder,1 teaspoon Kashmiri Red Chilli Powder,3 tablespoons Homemade tomato puree,Salt - to taste,2 tablespoons Coriander (Dhania) Leaves - chopped",20,50,North Indian Recipes,Side Dish,932,616,26
chyna upper  ,"2 cups suran - chopped, 2-1 / 2 cups water, 8 cloves garlic, 1 onion - finely chopped, 1/2 teaspoon turmeric powder, 1-1 / 2 teaspoon red chilli powder, 1/2 teaspoon Black pepper powder, 1/2 teaspoon fennel powder, 1 tablespoon oil, 1 teaspoon mustard, 6 curry leaves",15,35,Kerala Recipes,Lunch,642,701,2
"cauliflower crust pizza with pesto, sundried tomatoes & goat cheese","1 Cauliflower (gobi) - cleaned and florets separated,2 Whole Eggs - beaten,1/2 cup Mozzarella cheese - grated,1/2 cup Parmesan cheese - grated,1 teaspoon Dried oregano,1 teaspoon Dried basil leaves,1 teaspoon Red Chilli flakes,1 teaspoon Garlic powder,1 teaspoon Onion powder,1/4 cup Homemade Basil Pesto,1/4 cup Homemade Marinara Sauce,1/2 cup Sun Dried Tomatoes - chopped,Mozzarella cheese - and goat cheese (optional) for toppings,Salt - to taste",15,45,Italian Recipes,Dinner,931,492,28
chicken tomato macaroni ,"750 grams Chicken - cut into small pieces,8 Dry Red Chillies,2 Green Chillies,1 teaspoon Fennel seeds (Saunf),1/2 teaspoon Turmeric powder (Haldi),Salt - to taste,2 tablespoons Sunflower Oil,400 grams Macaroni pasta,1 Onion - finely chopped,1 tablespoon Ginger Garlic Paste,5-8 Green Chillies - finely chopped,100 grams Tomato - paste,1 teaspoon Garam masala powder,Salt - to taste,Sunflower Oil - to cook,1 tablespoon Coriander (Dhania) Leaves - chopped,Sunflower Oil - to cook,1 tablespoon Coriander (Dhania) Leaves - chopped",10,90,Fusion,Dinner,156,416,1
vegetarian laksa curry ,"8 Button mushrooms - sliced,4 Spring Onion (Bulb & Greens) - green and bulbs chopped,8 Green beans (French Beans) - cut into pieces and blanched,2 Carrots (Gajjar) - peeled and julienne,1 Red Yellow or Green Bell Pepper (Capsicum) - sliced,6 Baby corn - sliced lengthwise,250 grams Tofu - cut into cubes,1/2 cup Bean Sprouts,1-1/2 cup Coconut milk,3 cups Vegetable stock - adjustable,400 grams Rice noodles - thin,1 tablespoon Soy sauce,2 tablespoon Sunflower Oil,Coriander (Dhania) Leaves - Handful,Mint Leaves (Pudina) - Handful,Lemon wedges - to serve,Sunflower Oil - as required to shallow fry the tofu cubes,Salt - to taste,3 Fresh Red chillies,2 Dry Red Chillies - soaked in water for 30 minutes,1 Lemon Grass - stalk,5 cloves Garlic - peeled,1 inch Galangal - peeled and sliced (or ginger),2 teaspoon Coriander Powder (Dhania),1 teaspoon Cumin powder (Jeera),1 inch Fresh turmeric root - sliced (or 1 teaspoon turmeric powder),4 Pearl onions (Sambar Onions) - sliced,5 Cashew nuts",10,60,Asian,Dinner,320,849,24
hara pyaz paratha  ,"1-1/2 cups Whole Wheat Flour,1/4 cup Bajra Flour ( Pearl Millet),1/4 cup Jowar Flour (Sorghum),1 cup Spring Onion (Bulb & Greens) - washed,Salt - to taste,1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin powder (Jeera),Ghee - for cooking",15,20,Indian,Lunch,327,850,15
shahi dal ,"1 cup White Urad Dal (Whole) - soaked for atleast 8 hours,15 Badam (Almond) - soaked and skin peeled,1/2 cup Milk,1 teaspoon Turmeric powder (Haldi),Salt - to taste,1 Onion - chopped,1 Tomatoes - chopped,1 teaspoon Cumin seeds (Jeera),1 teaspoon Red Chilli powder,1 Green Chilli - chopped,Sunflower Oil",10,35,North Indian Recipes,Lunch,413,464,3
buttered carrot fingers  ,"1 Carrot (Gajjar) - washed and peeled,1 teaspoon Butter (unsalted),Cumin powder (Jeera) - a pinch,Black pepper powder - a pinch,Salt - optionally a pinch",10,5,Indian,Snack,734,919,20
palak paratha ,"200 grams Spinach Leaves (Palak) - washed and finely chopped,2 Green Chillies - optional,2 cups Whole Wheat Flour,1 teaspoon Fennel seeds (Saunf) - roasted and coarsely pounded,1 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),Salt - to taste,Black pepper powder - to taste,Ghee - for smearing (optional)",20,30,Indian,North Indian Breakfast,251,564,23
avocado chocolate pancakes ,"1 Avocado,1/2 Whole Wheat Flour,2 tablespoons Cocoa Powder,1/2 teaspoon Baking powder,1 cup Milk,1 teaspoon Vanilla Extract,3 tablespoons Honey,Salt - to taste,Ghee - as required",10,15,Continental,World Breakfast,828,636,3
paneer kalimirch  ,"250 gram Paneer (Homemade Cottage Cheese),1/4 cup Fresh cream,2 tablespoon Milk,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Garam masala powder,2 teaspoons Whole Black Peppercorns - pounded coarsely,Salt - to taste,Sunflower Oil - for cooking,1 Onion - roughly chopped,1/4 cup Cashew nuts,4 cloves Garlic,1 inch Ginger - peeled and chopped,4 cloves Garlic - finely chopped,2 tablespoon Sunflower Oil,1 pinch Black pepper powder",20,35,North Indian Recipes,Side Dish,722,878,26
homemade summer pasta salad  with herbs,"250 grams Fettuccine Pasta,1/2 cup Black olives - pitted,1/2 Red Bell pepper (Capsicum) - cut into wedges,1/2 Yellow Bell Pepper (Capsicum) - cut into wedges,1 Red onion - thinly sliced,1 cup Cherry tomatoes - halved,1/2 cup Cucumber - thinly cut into wedges,1/2 cup Green Romaine lettuce - roughly torn,1 sprig Basil leaves,3 tablespoon Extra Virgin Olive Oil,1 teaspoon Italian seasoning,1 teaspoon Whole Black Peppercorns - coarsely pounded,1 teaspoon Red Chilli flakes,Salt - to taste",10,30,Italian Recipes,Dinner,256,905,25
murungai keera masala vada  ,"1 cup chana dal - soaked, 1 onion - chopped, 2 cups drumstick leaves - chop, 10 mint leaves, 3 teaspoons green coriander - finely chopped, 4 dry red chillies, 1/2 inch ginger - grated, 4 cloves garlic - grated, 3 long, 1/2 teaspoon cumin seeds, 1/4 teaspoon asafoetida, salt - as per taste, oil - as per use",180,20,South Indian Recipes,Snack,580,449,21
kadai egg masala ,"4 Whole Eggs,1 Onion - diced,1 Green Bell Pepper (Capsicum) -  diced,1 teaspoon Ginger - grated,2 cloves Garlic - finely chopped,1 cup Homemade tomato puree,1 Cardamom (Elaichi) Pods/Seeds,1 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder,1 teaspoon Black pepper powder,1 teaspoon Kasuri Methi (Dried Fenugreek Leaves),Sunflower Oil,1 tablespoon Butter,Salt - to taste",10,60,North Indian Recipes,Lunch,386,700,26
karnataka style ranjaka  ,"10 Dry Red Chillies,1 teaspoon Methi Seeds (Fenugreek Seeds),1 Lemon juice,1 tablespoon Mustard oil,1 teaspoon Mustard seeds,1 sprig Curry leaves,1 pinch Asafoetida (hing)",5,20,Karnataka,Side Dish,720,764,9
 pyaaz ki sabzi ,"15 छोटे प्याज - छीलकर आधा काट ले,1/2 छोटा चमच्च जीरा,1/4 छोटा चमच्च हींग,1 छोटा चमच्च सौंफ  - पाउडर कर ले,1 छोटा चमच्च लाल मिर्च पाउडर,1 छोटा चमच्च अमचूर,1 छोटा चमच्च धनिया पाउडर,नमक - स्वाद अनुसार,तेल - प्रयोग अनुसार",10,30,North Indian Recipes,Lunch,552,662,14
carrot idli ,"1 cup Idli Dosa Batter,1 Carrot (Gajjar),1 Green Chilli,Salt - as needed,1 teaspoon Sunflower Oil,1/2 teaspoon Mustard seeds,Curry leaves - a spring,1/2 teaspoon Ginger - minced,1 cup Idli Rice,1/4 cup White Urad Dal (Split),1/4 teaspoon Methi Seeds (Fenugreek Seeds)",10,15,South Indian Recipes,South Indian Breakfast,405,182,6
 spring onion & roasted garlic brown rice ,"1-1 / 2 cup brown rice - washed and soaked, 1 tbsp olive oil, 6 cloves garlic - finely chopped, 1/4 cup green onion - chopped, salt - as per taste, 1/4 cup green onion Leaves of",30,35,Continental,Main Course,396,884,29
lemon pudina curry leaf shikanji  in hindi,"1/3 cup curry leaves, 1/3 cup peppermint, 2 lemon-juice, take out 1 teaspoon cumin seeds - 1 tbsp jaggery, black salt or rock salt - as per taste, 3 cups water, ice - as per use",10,0,Indian,Appetizer,949,828,22
bread halwa ,"10 breads, 1 cup sugar, 1-1 / 2 cup milk, 4 tablespoons cream, 1-1 / 2 tablespoon ghee, 1/2 teaspoon cardamom powder, dry fruits - little, 2 Chandi's work - eater",10,20,Mughlai,Dessert,131,115,24
singhade ka achar  ,"1 kg Singhade (water chestnut) - boiled,2 tablespoons Salt,2 tablespoons Turmeric powder (Haldi),1 tablespoon Red Chilli powder,1 tablespoon Mustard powder,2 tablespoons Fennel seeds (Saunf) - powdered,1 teaspoon Sugar,2 tablespoons Sunflower Oil,1 teaspoon Vinegar",30,10,North Indian Recipes,Side Dish,659,471,6
prawns theeyal  ,"500 grams Prawns - tiger,1 cup Fresh coconut - grated,2 tablespoons Coriander (Dhania) Seeds,4 Dry Red Chillies,8 Shallots,8 cloves Garlic - split lengthwise,1 teaspoon Methi Seeds (Fenugreek Seeds),1-1/2 teaspoon Cumin seeds (Jeera),Turmeric powder (Haldi) - a pinch (optional),1 teaspoon Mustard seeds,Curry leaves - Few,30 grams Tamarind,Salt - to taste",10,45,Kerala Recipes,Lunch,444,873,19
beetroot chutney ,"1 Beetroot - grated,1 sprig Curry leaves,2 Green Chillies,1 pinch Asafoetida (hing),1/2 tablespoon Sesame (Gingelly) Oil,1 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon White Urad Dal (Split),1/3 cup Fresh coconut - grated,1/2 cup Water,Salt - to taste,1 tablespoon Sesame (Gingelly) Oil,1/2 tablespoon Mustard seeds,1 sprig Curry leaves,1 pinch Asafoetida (hing)",20,20,South Indian Recipes,Side Dish,764,478,25
bengali style chingri macher cutlet  ,"4 Prawns,1 Onion - paste,1 tablespoon Garlic - paste,1/2 tablespoon Red Chilli powder,1 teaspoon Garam masala powder,1 Whole Eggs,Salt - to taste,1 cup Whole Wheat Bread crumbs,1 cup Gram flour (besan),Sunflower Oil - as required,1 Onion - thinly sliced",30,10,Bengali Recipes,Snack,409,691,13
angaya podi ,"1 inch Dry ginger powder,1 Kandathipli,1 Arisithipli - (optional),1/2 Dry Red Chilli,1 teaspoon Arhar dal (Split Toor Dal),1/4 teaspoon White Urad Dal (Split),1/4 teaspoon Chana dal (Bengal Gram Dal),1 tablespoon Dried Neem Flowers,1 tablespoon Turkey Berries,1 tablespoon Manathakkali Kai Vathal,1/2 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1 teaspoon Coriander (Dhania) Seeds,1 teaspoon Whole Black Peppercorns,Salt - to taste,1 pinch Asafoetida (hing)",10,10,Tamil Nadu,Side Dish,967,491,4
 carrot and capsicum mix dal ,"1 cup arhar dal, 1 carrot - cut, 1 capsicum (green) - cut, 1 tomato - chopped, 1 inch ginger - chopped, 1/2 tsp turmeric powder, 1 cup tamarind water, salt - According to taste, 1 teaspoon mustard, 1 teaspoon cumin seeds, asafetida - a pinch, 1 sprig curry leaves, 1 tomato - chop, 1 green chili - cut",10,30,South Indian Recipes,Lunch,113,778,29
delhi style fruit chaat  ,"1 Apple - peeled and diced,2 Ripe Bananas - peeled and diced,1/2 cup Pineapple - diced,1/4 cup Anardana Powder (Pomegranate Seed Powder),1 Potato (Aloo) - boiled,1 Sweet Potato - peeled and diced,1 Green Chilli - finely chopped,2 sprig Coriander (Dhania) Leaves - finely chopped,1 teaspoon Chaat Masala Powder,1/2 teaspoon Cumin powder (Jeera) - roasted,1/2 teaspoon Red Chilli powder,Salt - to taste,1 Lemon juice,Ghee - for stir frying",30,0,North Indian Recipes,Snack,786,118,4
mamidikaya pappu  ,"1 cup Arhar dal (Split Toor Dal),1 Mango (Raw) - peeled and chopped,1 tablespoon Turmeric powder (Haldi),1 Onion - finely chopped,1 Tomato - finely chopped,4 cloves Garlic,3 Dry Red Chillies,1 tablespoon Mustard seeds,10 Curry leaves",15,25,Andhra,Side Dish,823,679,22
 easy creamy chicken curry ,"500 grams chicken - with bone, 2 cups yogurt, 1 tbsp lemon juice, salt - as per taste, 1 inch ginger - finely chopped, 8 cloves garlic - finely chopped, 1 tsp black pepper powder, 1 tsp Kasuri methi, 1/2 cup cream, 1 tbsp oil",2,40,North Indian Recipes,Lunch,984,760,27
pumpkin thoran  ,"500 grams Kaddu (Parangikai/ Pumpkin) - diced,15 Pearl onions (Sambar Onions) - finely chopped,1 teaspoon Mustard seeds,2 sprig Curry leaves,2 Green Chilli - slit,Salt - to taste,1 teaspoon Turmeric powder (Haldi),1/2 cup Fresh coconut - grated,1 sprig Curry leaves,1 teaspoon Cumin seeds (Jeera),1 Green Chilli",10,15,Indian,Side Dish,905,431,5
 potato vindaloo ,"12 Dry Kashmiri Peppers - Soak the seeds out in hot water for 1/2 hour, 1/4 teaspoon fenugreek seeds - roast, 7 cloves garlic, 4 small onions - peeled, 1/2 teaspoon cumin seeds, 1 / 4 tsp turmeric powder, 2 tsp vinegar, 1/3 cup water - as per use, 3 potatoes - washed, salt - as per taste, 2 tbsp oil, 1 tsp rye, 10 curry leaves, water - as per use, 1/2 teaspoon sugar",10,30,Goan Recipes,Lunch,616,463,27
green chutney  ,"1 cup Coriander (Dhania) Leaves -  chopped,1 cup Mint Leaves (Pudina) -  chopped,1/4 cup Curry leaves,1/4 cup Roasted Peanuts (Moongphali) - or almonds,1 inch Ginger - chopped,2 Green Chillies - roughly chopped,1 teaspoons Sugar,1 Lemon juice - juiced,Salt - to taste,1/4 cup Water",10,20,North Indian Recipes,Side Dish,655,167,4
panchmel dal  | rajasthani dal | panchkuti dal,"1/4 cup Arhar dal (Split Toor Dal),1/4 cup Masoor Dal (Whole),1/4 cup Chana dal (Bengal Gram Dal),1/4 cup Black Urad Dal (Whole),1/4 cup Green Moong Dal (Whole),2 tablespoons Ghee,1 teaspoon Cumin seeds (Jeera),1 Onion - finely chopped,4 cloves Garlic - finely chopped,1 inch Ginger - finely chopped,2 Green Chillies - slit vertically,1 Bay leaves (tej patta),1 inch Cinnamon Stick (Dalchini) - broken,1 Tomato - finely chopped,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/4 teaspoon Asafoetida (hing),Salt - as required,1 Lemon - juice extracted,1 tablespoon Ghee,1 teaspoon Cumin seeds (Jeera),2 Dry Red Chillies - broken",10,30,Rajasthani,Lunch,151,946,24
garlic mint chutney ,"2 cups Mint Leaves (Pudina) - chopped,3 cloves Garlic,1 inch Ginger - roughly chopped,1 Green Chilli - chopped,1 tablespoon Raw Peanuts (Moongphali),Salt - to taste,1 teaspoon Sugar,3/4 teaspoon Lemon juice",10,30,North Indian Recipes,Side Dish,418,144,16
chicken vindaloo ,"500 grams Chicken,2 Onions - finely chopped,4 Dry Red Chillies,7 cloves Garlic,1 inch Ginger,1/4 cup White wine vinegar,1 teaspoon Mustard seeds,Sunflower Oil - as required,Salt - to taste,4 Cloves (Laung),3 Cardamom (Elaichi) Pods/Seeds,1 teaspoon Cinnamon Powder (Dalchini),1/2 tablespoon Whole Black Peppercorns,1 tablespoon Cumin seeds (Jeera)",10,30,Goan Recipes,Lunch,143,685,25
sweet potato & methi stuffed paratha ,"1 cup Whole Wheat Flour,1 tablespoon Sunflower Oil,Salt - to taste,2 Sweet Potato - skin peeled and boiled,1 cup Methi Leaves (Fenugreek Leaves) - chopped,1 teaspoon Cumin seeds (Jeera),1 inch Ginger - chopped,1 Green Chilli - chopped,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),2 tablespoon Mustard oil,Salt - to taste",30,60,North Indian Recipes,North Indian Breakfast,719,804,9
karela muthia  ,"3 Karela (Bitter Gourd/ Pavakkai) - peeled and grated,4 tablespoons Gram flour (besan),2 tablespoons Rice flour,2 tablespoons Jowar Flour (Sorghum) - white millet flour,1/2 teaspoon Ginger - grated,1/2 teaspoon Garlic - chopped,1/2 teaspoon Green Chilli Paste,2 pinch Cooking soda,1/2 teaspoon Turmeric powder (Haldi),1/2 teaspoon Cumin powder (Jeera),1/2 teaspoon Garam masala powder,Salt - as required,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Mustard seeds,1 teaspoon Sesame seeds (Til seeds),2 Dry Red Chillies,Sunflower Oil - as required",5,30,Gujarati Recipes﻿,Snack,234,664,14
rich chocolate cheesecake ,"250 grams Bourbon Biscuits - or any other biscuits of your choice,100 grams Butter - melted,450 grams Dark chocolate - roughly chopped (I use bournville dark chocolate),50 grams Butter,2 tablespoons Cocoa Powder,650 grams Britannia Cream Cheese - room temperature (I use britannia cream cheese),350 grams Mascarpone Cheese,200 grams Caster Sugar,4 Whole Eggs,2 teaspoons Vanilla Extract,Strawberry Compote - or fresh raspberries to serve",20,780,Continental,Dessert,386,241,28
thai style fried bananas ,"4 Ripe Bananas,2 tablespoons All Purpose Flour (Maida),2 tablespoons Rice flour,2 tablespoons Corn flour,2 tablespoons Dessicated Coconut,1 pinch Salt,1/2 teaspoon Baking powder,1/2 teaspoon Cardamom Powder (Elaichi) - (optional),Sunflower Oil - to drizzle,1/4 cup Rice flour - for coating,Sesame seeds (Til seeds) - for coating",20,40,Thai,Dessert,907,747,8
pohala jhola  ,"300 grams Pohala fish,1 teaspoon Turmeric powder (Haldi),2 Tomatoes,2 Onions - red ones,4 Green Chillies,8 cloves Garlic,1 teaspoon Cumin powder (Jeera),3 tablespoon Mustard oil,3 cups Water,Salt - as required",10,40,Oriya Recipes,Lunch,876,115,9
assamese bilahir tok ,"6 Tomatoes - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1/2 teaspoon Sugar - (adjust if you like more sweetness),Salt - to taste,1 tablespoon Mustard oil,1 teaspoon Panch Phoran Masala,2 Bay leaves (tej patta),1 Dry Red Chilli - halved",10,15,Assamese,Side Dish,594,407,25
misa maas kordoi tenga  ,"1 cup Star fruit - cut into small pieces,10 Shrimps - peeled and deveined,1/2 cup Tomato - crushed,1 teaspoon Garlic - crushed,1 Dry Red Chilli,1 teaspoon Turmeric powder (Haldi),1 teaspoon Sugar,1 tablespoon Mustard oil,1 teaspoon Mustard seeds,Salt - to taste",5,30,Assamese,Side Dish,943,534,3
karnataka style menthya soppu hesaru kaalu palya ,"2 cups Green Moong Sprouts - steamed,1 cup Methi Leaves (Fenugreek Leaves) - roughly chopped,1 Onion - finely chopped,1 Tomato - finely chopped,1/4 teaspoon Turmeric powder (Haldi),1 teaspoon Jaggery - powdered,Coriander (Dhania) Leaves - a few sprigs,2 teaspoons Sunflower Oil,Salt - to taste,4 Shallots - chopped,3 cloves Garlic,1 Dry Red Chilli,1 teaspoon Cumin seeds (Jeera)",10,20,Karnataka,Side Dish,749,980,9
macaroni with tahini sauce ,"3 tablespoon Tahini,3 cloves Garlic,1 tablespoon Lemon juice,1 tablespoon Extra Virgin Olive Oil,1 tablespoon Vinegar,Salt - to taste,Black pepper powder - to taste,250 grams Macaroni pasta,1 Red Bell pepper (Capsicum) - cubed,Salt - to taste,Black pepper powder - to taste",10,10,Fusion,Dinner,129,421,22
